series_id,date,value
CN_CPI_YOY,2018-07-01,2.1
CN_CPI_YOY,2018-08-01,2.3
CN_CPI_YOY,2018-09-01,2.5
CN_CPI_YOY,2018-10-01,2.5
CN_CPI_YOY,2018-11-01,2.2
CN_CPI_YOY,2018-12-01,1.9
CN_CPI_YOY,2019-01-01,1.7
CN_CPI_YOY,2019-02-01,1.5
CN_CPI_YOY,2019-03-01,2.3
CN_CPI_YOY,2019-04-01,2.5
CN_CPI_YOY,2019-05-01,2.7
CN_CPI_YOY,2019-06-01,2.7
CN_CPI_YOY,2019-07-01,2.8
CN_CPI_YOY,2019-08-01,2.8
CN_CPI_YOY,2019-09-01,3
CN_CPI_YOY,2019-10-01,3.8
CN_CPI_YOY,2019-11-01,4.5
CN_CPI_YOY,2019-12-01,4.5
CN_CPI_YOY,2020-01-01,5.4
CN_CPI_YOY,2020-02-01,5.2
CN_CPI_YOY,2020-03-01,4.3
CN_CPI_YOY,2020-04-01,3.3
CN_CPI_YOY,2020-05-01,2.4
CN_CPI_YOY,2020-06-01,2.5
CN_CPI_YOY,2020-07-01,2.7
CN_CPI_YOY,2020-08-01,2.4
CN_CPI_YOY,2020-09-01,1.7
CN_CPI_YOY,2020-10-01,0.5
CN_CPI_YOY,2020-11-01,-0.5
CN_CPI_YOY,2020-12-01,0.2
CN_CPI_YOY,2021-01-01,-0.3
CN_CPI_YOY,2021-02-01,-0.2
CN_CPI_YOY,2021-03-01,0.4
CN_CPI_YOY,2021-04-01,0.9
CN_CPI_YOY,2021-05-01,1.3
CN_CPI_YOY,2021-06-01,1.1
CN_CPI_YOY,2021-07-01,1
CN_CPI_YOY,2021-08-01,0.8
CN_CPI_YOY,2021-09-01,0.7
CN_CPI_YOY,2021-10-01,1.5
CN_CPI_YOY,2021-11-01,2.3
CN_CPI_YOY,2021-12-01,1.5
CN_CPI_YOY,2022-01-01,0.9
CN_CPI_YOY,2022-02-01,0.9
CN_CPI_YOY,2022-03-01,1.5
CN_CPI_YOY,2022-04-01,2.1
CN_CPI_YOY,2022-05-01,2.1
CN_CPI_YOY,2022-06-01,2.5
CN_CPI_YOY,2022-07-01,2.7
CN_CPI_YOY,2022-08-01,2.5
CN_CPI_YOY,2022-09-01,2.8
CN_CPI_YOY,2022-10-01,2.1
CN_CPI_YOY,2022-11-01,1.6
CN_CPI_YOY,2022-12-01,1.8
CN_CPI_YOY,2023-01-01,2.1
CN_CPI_YOY,2023-02-01,1
CN_CPI_YOY,2023-03-01,0.7
CN_CPI_YOY,2023-04-01,0.1
CN_CPI_YOY,2023-05-01,0.2
CN_CPI_YOY,2023-06-01,0
CN_CPI_YOY,2023-07-01,-0.3
CN_CPI_YOY,2023-08-01,0.1
CN_CPI_YOY,2023-09-01,0
CN_CPI_YOY,2023-10-01,-0.2
CN_CPI_YOY,2023-11-01,-0.5
CN_CPI_YOY,2023-12-01,-0.3
CN_CPI_YOY,2024-01-01,-0.8
CN_CPI_YOY,2024-02-01,0.7
CN_CPI_YOY,2024-03-01,0.1
CN_CPI_YOY,2024-04-01,0.3
CN_CPI_YOY,2024-05-01,0.3
CN_CPI_YOY,2024-06-01,0.2
CN_CPI_YOY,2024-07-01,0.5
CN_CPI_YOY,2024-08-01,0.6
CN_CPI_YOY,2024-09-01,0.4
CN_CPI_YOY,2024-10-01,0.3
CN_CPI_YOY,2024-11-01,0.2
CN_CPI_YOY,2024-12-01,0.1
CN_CPI_YOY,2025-01-01,0.5
CN_CPI_YOY,2025-02-01,-0.7
CN_CPI_YOY,2025-03-01,-0.1
CN_CPI_YOY,2025-04-01,-0.1
CN_CPI_YOY,2025-05-01,-0.1
CN_CPI_YOY,2025-06-01,0.1
CN_CPI_YOY,2025-07-01,0
CN_CPI_YOY,2025-08-01,-0.4
CN_CPI_YOY,2025-09-01,-0.3
CN_CPI_YOY,2025-10-01,0.2
CN_CPI_YOY,2025-11-01,0.7
CN_CPI_YOY,2025-12-01,0.8
CN_CPI_YOY,2026-01-01,0.2
CN_CPI_YOY,2026-02-01,1.3
CN_CPI_YOY,2026-03-01,1
CN_CPI_YOY,2026-04-01,1.2
CN_CPI_YOY,2026-05-01,1.2
CN_CPI_YOY,2026-06-01,1
CN_FAI_YOY,2013-03-01,21.52
CN_FAI_YOY,2013-04-01,19.84
CN_FAI_YOY,2013-05-01,19.68
CN_FAI_YOY,2013-06-01,19.91
CN_FAI_YOY,2013-07-01,20.25
CN_FAI_YOY,2013-08-01,21.43
CN_FAI_YOY,2013-09-01,19.64
CN_FAI_YOY,2013-10-01,19.24
CN_FAI_YOY,2013-11-01,17.57
CN_FAI_YOY,2013-12-01,17.22
CN_FAI_YOY,2014-03-01,17.34
CN_FAI_YOY,2014-04-01,16.64
CN_FAI_YOY,2014-05-01,16.91
CN_FAI_YOY,2014-06-01,17.86
CN_FAI_YOY,2014-07-01,15.64
CN_FAI_YOY,2014-08-01,13.31
CN_FAI_YOY,2014-09-01,11.52
CN_FAI_YOY,2014-10-01,13.92
CN_FAI_YOY,2014-11-01,13.36
CN_FAI_YOY,2014-12-01,12.58
CN_FAI_YOY,2015-03-01,13.13
CN_FAI_YOY,2015-04-01,9.58
CN_FAI_YOY,2015-05-01,9.92
CN_FAI_YOY,2015-06-01,11.57
CN_FAI_YOY,2015-07-01,9.88
CN_FAI_YOY,2015-08-01,9.11
CN_FAI_YOY,2015-09-01,6.83
CN_FAI_YOY,2015-10-01,9.34
CN_FAI_YOY,2015-11-01,10.8
CN_FAI_YOY,2015-12-01,6.81
CN_FAI_YOY,2016-03-01,11.16
CN_FAI_YOY,2016-04-01,10.08
CN_FAI_YOY,2016-05-01,7.44
CN_FAI_YOY,2016-06-01,7.29
CN_FAI_YOY,2016-07-01,3.89
CN_FAI_YOY,2016-08-01,8.19
CN_FAI_YOY,2016-09-01,9.02
CN_FAI_YOY,2016-10-01,8.75
CN_FAI_YOY,2016-11-01,8.77
CN_FAI_YOY,2016-12-01,6.52
CN_FAI_YOY,2017-03-01,9.54
CN_FAI_YOY,2017-04-01,8.13
CN_FAI_YOY,2017-05-01,7.83
CN_FAI_YOY,2017-06-01,8.77
CN_FAI_YOY,2017-07-01,6.51
CN_FAI_YOY,2017-08-01,3.84
CN_FAI_YOY,2017-09-01,6.21
CN_FAI_YOY,2017-10-01,3.16
CN_FAI_YOY,2017-11-01,5.77
CN_FAI_YOY,2017-12-01,-2.29
CN_FAI_YOY,2018-03-01,7.13
CN_FAI_YOY,2018-04-01,6.02
CN_FAI_YOY,2018-05-01,3.86
CN_FAI_YOY,2018-06-01,5.7
CN_FAI_YOY,2018-07-01,2.95
CN_FAI_YOY,2018-08-01,4.62
CN_FAI_YOY,2018-09-01,6.15
CN_FAI_YOY,2018-10-01,8.06
CN_FAI_YOY,2018-11-01,7.79
CN_FAI_YOY,2018-12-01,-53.43
CN_FAI_YOY,2019-03-01,1.58
CN_FAI_YOY,2019-04-01,0.52
CN_FAI_YOY,2019-05-01,0.2
CN_FAI_YOY,2019-06-01,0.33
CN_FAI_YOY,2019-07-01,-14.86
CN_FAI_YOY,2019-08-01,-12.84
CN_FAI_YOY,2019-09-01,-11.29
CN_FAI_YOY,2019-10-01,-22.53
CN_FAI_YOY,2019-11-01,-62.99
CN_FAI_YOY,2019-12-01,-32.65
CN_FAI_YOY,2020-03-01,-10.87
CN_FAI_YOY,2020-04-01,-2.22
CN_FAI_YOY,2020-05-01,0.91
CN_FAI_YOY,2020-06-01,1.06
CN_FAI_YOY,2020-07-01,-4.38
CN_FAI_YOY,2020-08-01,-4.09
CN_FAI_YOY,2020-09-01,-4.75
CN_FAI_YOY,2020-10-01,-5.87
CN_FAI_YOY,2020-11-01,-28.77
CN_FAI_YOY,2020-12-01,8.94
CN_FAI_YOY,2021-03-01,-0.13
CN_FAI_YOY,2021-04-01,-9.24
CN_FAI_YOY,2021-05-01,-19.65
CN_FAI_YOY,2021-06-01,-24.79
CN_FAI_YOY,2021-07-01,-2.05
CN_FAI_YOY,2021-08-01,-10.56
CN_FAI_YOY,2021-09-01,-11.75
CN_FAI_YOY,2021-10-01,2.64
CN_FAI_YOY,2021-11-01,196.65
CN_FAI_YOY,2021-12-01,160.84
CN_FAI_YOY,2022-03-01,6.6
CN_FAI_YOY,2022-04-01,1.8
CN_FAI_YOY,2022-05-01,4.6
CN_FAI_YOY,2022-06-01,5.62
CN_FAI_YOY,2022-07-01,3.75
CN_FAI_YOY,2022-08-01,6.57
CN_FAI_YOY,2022-09-01,6.66
CN_FAI_YOY,2022-10-01,4.27
CN_FAI_YOY,2022-11-01,0.67
CN_FAI_YOY,2022-12-01,3.23
CN_FAI_YOY,2023-03-01,-0.75
CN_FAI_YOY,2023-04-01,-17.41
CN_FAI_YOY,2023-05-01,-21.15
CN_FAI_YOY,2023-06-01,-17.06
CN_FAI_YOY,2023-07-01,-11.57
CN_FAI_YOY,2023-08-01,-13
CN_FAI_YOY,2023-09-01,-11.62
CN_FAI_YOY,2023-10-01,-11.34
CN_FAI_YOY,2023-11-01,-14.78
CN_FAI_YOY,2023-12-01,-18.95
CN_FAI_YOY,2024-03-01,-8.4
CN_FAI_YOY,2024-04-01,7.86
CN_FAI_YOY,2024-05-01,7.92
CN_FAI_YOY,2024-06-01,5.69
CN_FAI_YOY,2024-07-01,-1.32
CN_FAI_YOY,2024-08-01,1.53
CN_FAI_YOY,2024-09-01,3.33
CN_FAI_YOY,2024-10-01,-0.29
CN_FAI_YOY,2024-11-01,2.93
CN_FAI_YOY,2024-12-01,14.95
CN_FAI_YOY,2025-03-01,2.76
CN_FAI_YOY,2025-04-01,1.13
CN_FAI_YOY,2025-05-01,0.71
CN_FAI_YOY,2025-06-01,-1.18
CN_FAI_YOY,2025-07-01,-6.26
CN_FAI_YOY,2025-08-01,-9.32
CN_FAI_YOY,2025-09-01,-8.41
CN_FAI_YOY,2025-10-01,-15.52
CN_FAI_YOY,2025-11-01,-17.59
CN_FAI_YOY,2025-12-01,-15.21
CN_FAI_YOY,2026-03-01,-1.12
CN_FAI_YOY,2026-04-01,-12.01
CN_FAI_YOY,2026-05-01,-17.15
CN_FAI_YOY,2026-06-01,-15.6
CN_GDP_CUM_YOY,2006-03-01,12.4
CN_GDP_CUM_YOY,2006-06-01,13.1
CN_GDP_CUM_YOY,2006-09-01,12.7
CN_GDP_CUM_YOY,2006-12-01,12.7
CN_GDP_CUM_YOY,2007-03-01,13.6
CN_GDP_CUM_YOY,2007-06-01,14.3
CN_GDP_CUM_YOY,2007-09-01,14.3
CN_GDP_CUM_YOY,2007-12-01,14.2
CN_GDP_CUM_YOY,2008-03-01,11.6
CN_GDP_CUM_YOY,2008-06-01,11.3
CN_GDP_CUM_YOY,2008-09-01,10.7
CN_GDP_CUM_YOY,2008-12-01,9.7
CN_GDP_CUM_YOY,2009-03-01,6.4
CN_GDP_CUM_YOY,2009-06-01,7.3
CN_GDP_CUM_YOY,2009-09-01,8.5
CN_GDP_CUM_YOY,2009-12-01,9.4
CN_GDP_CUM_YOY,2010-03-01,12.2
CN_GDP_CUM_YOY,2010-06-01,11.4
CN_GDP_CUM_YOY,2010-09-01,10.8
CN_GDP_CUM_YOY,2010-12-01,10.6
CN_GDP_CUM_YOY,2011-03-01,10.1
CN_GDP_CUM_YOY,2011-06-01,10
CN_GDP_CUM_YOY,2011-09-01,9.8
CN_GDP_CUM_YOY,2011-12-01,9.5
CN_GDP_CUM_YOY,2012-03-01,8.1
CN_GDP_CUM_YOY,2012-06-01,7.9
CN_GDP_CUM_YOY,2012-09-01,7.7
CN_GDP_CUM_YOY,2012-12-01,7.9
CN_GDP_CUM_YOY,2013-03-01,7.9
CN_GDP_CUM_YOY,2013-06-01,7.7
CN_GDP_CUM_YOY,2013-09-01,7.8
CN_GDP_CUM_YOY,2013-12-01,7.8
CN_GDP_CUM_YOY,2014-03-01,7.6
CN_GDP_CUM_YOY,2014-06-01,7.6
CN_GDP_CUM_YOY,2014-09-01,7.5
CN_GDP_CUM_YOY,2014-12-01,7.5
CN_GDP_CUM_YOY,2015-03-01,7.1
CN_GDP_CUM_YOY,2015-06-01,7.1
CN_GDP_CUM_YOY,2015-09-01,7
CN_GDP_CUM_YOY,2015-12-01,7
CN_GDP_CUM_YOY,2016-03-01,6.8
CN_GDP_CUM_YOY,2016-06-01,6.8
CN_GDP_CUM_YOY,2016-09-01,6.8
CN_GDP_CUM_YOY,2016-12-01,6.8
CN_GDP_CUM_YOY,2017-03-01,7
CN_GDP_CUM_YOY,2017-06-01,7
CN_GDP_CUM_YOY,2017-09-01,6.9
CN_GDP_CUM_YOY,2017-12-01,6.9
CN_GDP_CUM_YOY,2018-03-01,6.9
CN_GDP_CUM_YOY,2018-06-01,6.9
CN_GDP_CUM_YOY,2018-09-01,6.8
CN_GDP_CUM_YOY,2018-12-01,6.8
CN_GDP_CUM_YOY,2019-03-01,6.4
CN_GDP_CUM_YOY,2019-06-01,6.2
CN_GDP_CUM_YOY,2019-09-01,6.1
CN_GDP_CUM_YOY,2019-12-01,6.1
CN_GDP_CUM_YOY,2020-03-01,-6.8
CN_GDP_CUM_YOY,2020-06-01,-1.6
CN_GDP_CUM_YOY,2020-09-01,0.7
CN_GDP_CUM_YOY,2020-12-01,2.3
CN_GDP_CUM_YOY,2021-03-01,18.9
CN_GDP_CUM_YOY,2021-06-01,13
CN_GDP_CUM_YOY,2021-09-01,10.2
CN_GDP_CUM_YOY,2021-12-01,8.6
CN_GDP_CUM_YOY,2022-03-01,4.8
CN_GDP_CUM_YOY,2022-06-01,2.7
CN_GDP_CUM_YOY,2022-09-01,3.2
CN_GDP_CUM_YOY,2022-12-01,3.1
CN_GDP_CUM_YOY,2023-03-01,4.7
CN_GDP_CUM_YOY,2023-06-01,5.7
CN_GDP_CUM_YOY,2023-09-01,5.4
CN_GDP_CUM_YOY,2023-12-01,5.4
CN_GDP_CUM_YOY,2024-03-01,5.3
CN_GDP_CUM_YOY,2024-06-01,5
CN_GDP_CUM_YOY,2024-09-01,4.8
CN_GDP_CUM_YOY,2024-12-01,5
CN_GDP_CUM_YOY,2025-03-01,5.4
CN_GDP_CUM_YOY,2025-06-01,5.3
CN_GDP_CUM_YOY,2025-09-01,5.2
CN_GDP_CUM_YOY,2025-12-01,5
CN_GDP_CUM_YOY,2026-03-01,5
CN_GDP_CUM_YOY,2026-06-01,4.7
CN_IP_YOY,2008-02-01,15.4
CN_IP_YOY,2008-03-01,17.8
CN_IP_YOY,2008-04-01,15.7
CN_IP_YOY,2008-05-01,16
CN_IP_YOY,2008-06-01,16
CN_IP_YOY,2008-07-01,14.7
CN_IP_YOY,2008-08-01,12.8
CN_IP_YOY,2008-09-01,11.4
CN_IP_YOY,2008-10-01,8.2
CN_IP_YOY,2008-11-01,5.4
CN_IP_YOY,2008-12-01,5.7
CN_IP_YOY,2009-02-01,11
CN_IP_YOY,2009-03-01,8.3
CN_IP_YOY,2009-04-01,7.3
CN_IP_YOY,2009-05-01,8.9
CN_IP_YOY,2009-06-01,10.7
CN_IP_YOY,2009-07-01,10.8
CN_IP_YOY,2009-08-01,12.3
CN_IP_YOY,2009-09-01,13.9
CN_IP_YOY,2009-10-01,16.1
CN_IP_YOY,2009-11-01,19.2
CN_IP_YOY,2009-12-01,18.5
CN_IP_YOY,2010-02-01,12.8
CN_IP_YOY,2010-03-01,18.1
CN_IP_YOY,2010-04-01,17.8
CN_IP_YOY,2010-05-01,16.5
CN_IP_YOY,2010-06-01,13.7
CN_IP_YOY,2010-07-01,13.4
CN_IP_YOY,2010-08-01,13.9
CN_IP_YOY,2010-09-01,13.3
CN_IP_YOY,2010-10-01,13.1
CN_IP_YOY,2010-11-01,13.3
CN_IP_YOY,2010-12-01,13.5
CN_IP_YOY,2011-02-01,14.9
CN_IP_YOY,2011-03-01,14.8
CN_IP_YOY,2011-04-01,13.4
CN_IP_YOY,2011-05-01,13.3
CN_IP_YOY,2011-06-01,15.1
CN_IP_YOY,2011-07-01,14
CN_IP_YOY,2011-08-01,13.5
CN_IP_YOY,2011-09-01,13.8
CN_IP_YOY,2011-10-01,13.2
CN_IP_YOY,2011-11-01,12.4
CN_IP_YOY,2011-12-01,12.8
CN_IP_YOY,2012-02-01,21.3
CN_IP_YOY,2012-03-01,11.9
CN_IP_YOY,2012-04-01,9.3
CN_IP_YOY,2012-05-01,9.6
CN_IP_YOY,2012-06-01,9.5
CN_IP_YOY,2012-07-01,9.2
CN_IP_YOY,2012-08-01,8.9
CN_IP_YOY,2012-09-01,9.2
CN_IP_YOY,2012-10-01,9.6
CN_IP_YOY,2012-11-01,10.1
CN_IP_YOY,2012-12-01,10.3
CN_IP_YOY,2013-02-01,9.9
CN_IP_YOY,2013-03-01,8.9
CN_IP_YOY,2013-04-01,9.3
CN_IP_YOY,2013-05-01,9.2
CN_IP_YOY,2013-06-01,8.9
CN_IP_YOY,2013-07-01,9.7
CN_IP_YOY,2013-08-01,10.4
CN_IP_YOY,2013-09-01,10.2
CN_IP_YOY,2013-10-01,10.3
CN_IP_YOY,2013-11-01,10
CN_IP_YOY,2013-12-01,9.7
CN_IP_YOY,2014-02-01,8.6
CN_IP_YOY,2014-03-01,8.8
CN_IP_YOY,2014-04-01,8.7
CN_IP_YOY,2014-05-01,8.8
CN_IP_YOY,2014-06-01,9.2
CN_IP_YOY,2014-07-01,9
CN_IP_YOY,2014-08-01,6.9
CN_IP_YOY,2014-09-01,8
CN_IP_YOY,2014-10-01,7.7
CN_IP_YOY,2014-11-01,7.2
CN_IP_YOY,2014-12-01,7.9
CN_IP_YOY,2015-03-01,5.6
CN_IP_YOY,2015-04-01,5.9
CN_IP_YOY,2015-05-01,6.1
CN_IP_YOY,2015-06-01,6.8
CN_IP_YOY,2015-07-01,6
CN_IP_YOY,2015-08-01,6.1
CN_IP_YOY,2015-09-01,5.7
CN_IP_YOY,2015-10-01,5.6
CN_IP_YOY,2015-11-01,6.2
CN_IP_YOY,2015-12-01,5.9
CN_IP_YOY,2016-03-01,6.8
CN_IP_YOY,2016-04-01,6
CN_IP_YOY,2016-05-01,6
CN_IP_YOY,2016-06-01,6.2
CN_IP_YOY,2016-07-01,6
CN_IP_YOY,2016-08-01,6.3
CN_IP_YOY,2016-09-01,6.1
CN_IP_YOY,2016-10-01,6.1
CN_IP_YOY,2016-11-01,6.2
CN_IP_YOY,2016-12-01,6
CN_IP_YOY,2017-03-01,7.6
CN_IP_YOY,2017-04-01,6.5
CN_IP_YOY,2017-05-01,6.5
CN_IP_YOY,2017-06-01,7.6
CN_IP_YOY,2017-07-01,6.4
CN_IP_YOY,2017-08-01,6
CN_IP_YOY,2017-09-01,6.6
CN_IP_YOY,2017-10-01,6.2
CN_IP_YOY,2017-11-01,6.1
CN_IP_YOY,2017-12-01,6.2
CN_IP_YOY,2018-03-01,6
CN_IP_YOY,2018-04-01,7
CN_IP_YOY,2018-05-01,6.8
CN_IP_YOY,2018-06-01,6
CN_IP_YOY,2018-07-01,6
CN_IP_YOY,2018-08-01,6.1
CN_IP_YOY,2018-09-01,5.8
CN_IP_YOY,2018-10-01,5.9
CN_IP_YOY,2018-11-01,5.4
CN_IP_YOY,2018-12-01,5.7
CN_IP_YOY,2019-03-01,8.5
CN_IP_YOY,2019-04-01,5.4
CN_IP_YOY,2019-05-01,5
CN_IP_YOY,2019-06-01,6.3
CN_IP_YOY,2019-07-01,4.8
CN_IP_YOY,2019-08-01,4.4
CN_IP_YOY,2019-09-01,5.8
CN_IP_YOY,2019-10-01,4.7
CN_IP_YOY,2019-11-01,6.2
CN_IP_YOY,2019-12-01,6.9
CN_IP_YOY,2020-03-01,-1.1
CN_IP_YOY,2020-04-01,3.9
CN_IP_YOY,2020-05-01,4.4
CN_IP_YOY,2020-06-01,4.8
CN_IP_YOY,2020-07-01,4.8
CN_IP_YOY,2020-08-01,5.6
CN_IP_YOY,2020-09-01,6.9
CN_IP_YOY,2020-10-01,6.9
CN_IP_YOY,2020-11-01,7
CN_IP_YOY,2020-12-01,7.3
CN_IP_YOY,2021-03-01,14.1
CN_IP_YOY,2021-04-01,9.8
CN_IP_YOY,2021-05-01,8.8
CN_IP_YOY,2021-06-01,8.3
CN_IP_YOY,2021-07-01,6.4
CN_IP_YOY,2021-08-01,5.3
CN_IP_YOY,2021-09-01,3.1
CN_IP_YOY,2021-10-01,3.5
CN_IP_YOY,2021-11-01,3.8
CN_IP_YOY,2021-12-01,4.3
CN_IP_YOY,2022-03-01,5
CN_IP_YOY,2022-04-01,-2.9
CN_IP_YOY,2022-05-01,0.7
CN_IP_YOY,2022-06-01,3.9
CN_IP_YOY,2022-07-01,3.8
CN_IP_YOY,2022-08-01,4.2
CN_IP_YOY,2022-09-01,6.3
CN_IP_YOY,2022-10-01,5
CN_IP_YOY,2022-11-01,2.2
CN_IP_YOY,2022-12-01,1.3
CN_IP_YOY,2023-03-01,3.9
CN_IP_YOY,2023-04-01,5.6
CN_IP_YOY,2023-05-01,3.5
CN_IP_YOY,2023-06-01,4.4
CN_IP_YOY,2023-07-01,3.7
CN_IP_YOY,2023-08-01,4.5
CN_IP_YOY,2023-09-01,4.5
CN_IP_YOY,2023-10-01,4.6
CN_IP_YOY,2023-11-01,6.6
CN_IP_YOY,2023-12-01,6.8
CN_IP_YOY,2024-03-01,4.5
CN_IP_YOY,2024-04-01,6.7
CN_IP_YOY,2024-05-01,5.6
CN_IP_YOY,2024-06-01,5.3
CN_IP_YOY,2024-07-01,5.1
CN_IP_YOY,2024-08-01,4.5
CN_IP_YOY,2024-09-01,5.4
CN_IP_YOY,2024-10-01,5.3
CN_IP_YOY,2024-11-01,5.4
CN_IP_YOY,2024-12-01,6.2
CN_IP_YOY,2025-03-01,7.7
CN_IP_YOY,2025-04-01,6.1
CN_IP_YOY,2025-05-01,5.8
CN_IP_YOY,2025-06-01,6.8
CN_IP_YOY,2025-07-01,5.7
CN_IP_YOY,2025-08-01,5.2
CN_IP_YOY,2025-09-01,6.5
CN_IP_YOY,2025-10-01,4.9
CN_IP_YOY,2025-11-01,4.8
CN_IP_YOY,2025-12-01,5.2
CN_IP_YOY,2026-03-01,5.7
CN_IP_YOY,2026-04-01,4.1
CN_IP_YOY,2026-05-01,4.5
CN_IP_YOY,2026-06-01,5.3
CN_M1_YOY,2008-01-01,20.54
CN_M1_YOY,2008-02-01,18.95
CN_M1_YOY,2008-03-01,17.97
CN_M1_YOY,2008-04-01,19.05
CN_M1_YOY,2008-05-01,17.93
CN_M1_YOY,2008-06-01,14.19
CN_M1_YOY,2008-07-01,13.96
CN_M1_YOY,2008-08-01,11.48
CN_M1_YOY,2008-09-01,9.43
CN_M1_YOY,2008-10-01,8.85
CN_M1_YOY,2008-11-01,6.8
CN_M1_YOY,2008-12-01,9.06
CN_M1_YOY,2009-01-01,6.68
CN_M1_YOY,2009-02-01,10.87
CN_M1_YOY,2009-03-01,17.04
CN_M1_YOY,2009-04-01,17.48
CN_M1_YOY,2009-05-01,18.69
CN_M1_YOY,2009-06-01,24.79
CN_M1_YOY,2009-07-01,26.37
CN_M1_YOY,2009-08-01,27.72
CN_M1_YOY,2009-09-01,29.51
CN_M1_YOY,2009-10-01,32.03
CN_M1_YOY,2009-11-01,34.63
CN_M1_YOY,2009-12-01,32.35
CN_M1_YOY,2010-01-01,38.96
CN_M1_YOY,2010-02-01,34.99
CN_M1_YOY,2010-03-01,29.94
CN_M1_YOY,2010-04-01,31.25
CN_M1_YOY,2010-05-01,29.9
CN_M1_YOY,2010-06-01,24.6
CN_M1_YOY,2010-07-01,22.9
CN_M1_YOY,2010-08-01,21.9
CN_M1_YOY,2010-09-01,20.9
CN_M1_YOY,2010-10-01,22.1
CN_M1_YOY,2010-11-01,22.1
CN_M1_YOY,2010-12-01,21.2
CN_M1_YOY,2011-01-01,13.6
CN_M1_YOY,2011-02-01,14.5
CN_M1_YOY,2011-03-01,15
CN_M1_YOY,2011-04-01,12.9
CN_M1_YOY,2011-05-01,12.7
CN_M1_YOY,2011-06-01,13.1
CN_M1_YOY,2011-07-01,11.6
CN_M1_YOY,2011-08-01,11.2
CN_M1_YOY,2011-09-01,8.85
CN_M1_YOY,2011-10-01,8.4
CN_M1_YOY,2011-11-01,7.8
CN_M1_YOY,2011-12-01,7.9
CN_M1_YOY,2012-01-01,3.1
CN_M1_YOY,2012-02-01,4.3
CN_M1_YOY,2012-03-01,4.4
CN_M1_YOY,2012-04-01,3.1
CN_M1_YOY,2012-05-01,3.5
CN_M1_YOY,2012-06-01,4.7
CN_M1_YOY,2012-07-01,4.6
CN_M1_YOY,2012-08-01,4.5
CN_M1_YOY,2012-09-01,7.3
CN_M1_YOY,2012-10-01,6.1
CN_M1_YOY,2012-11-01,5.5
CN_M1_YOY,2012-12-01,6.5
CN_M1_YOY,2013-01-01,15.3
CN_M1_YOY,2013-02-01,9.5
CN_M1_YOY,2013-03-01,11.9
CN_M1_YOY,2013-04-01,11.9
CN_M1_YOY,2013-05-01,11.3
CN_M1_YOY,2013-06-01,9.1
CN_M1_YOY,2013-07-01,9.7
CN_M1_YOY,2013-08-01,9.9
CN_M1_YOY,2013-09-01,8.9
CN_M1_YOY,2013-10-01,8.9
CN_M1_YOY,2013-11-01,9.4
CN_M1_YOY,2013-12-01,9.3
CN_M1_YOY,2014-01-01,1.2
CN_M1_YOY,2014-02-01,6.9
CN_M1_YOY,2014-03-01,5.4
CN_M1_YOY,2014-04-01,5.5
CN_M1_YOY,2014-05-01,5.7
CN_M1_YOY,2014-06-01,8.9
CN_M1_YOY,2014-07-01,6.7
CN_M1_YOY,2014-08-01,5.7
CN_M1_YOY,2014-09-01,4.8
CN_M1_YOY,2014-10-01,3.2
CN_M1_YOY,2014-11-01,3.2
CN_M1_YOY,2014-12-01,3.2
CN_M1_YOY,2015-01-01,10.6
CN_M1_YOY,2015-02-01,5.6
CN_M1_YOY,2015-03-01,2.9
CN_M1_YOY,2015-04-01,3.7
CN_M1_YOY,2015-05-01,4.7
CN_M1_YOY,2015-06-01,4.3
CN_M1_YOY,2015-07-01,6.6
CN_M1_YOY,2015-08-01,9.3
CN_M1_YOY,2015-09-01,11.4
CN_M1_YOY,2015-10-01,14
CN_M1_YOY,2015-11-01,15.7
CN_M1_YOY,2015-12-01,15.2
CN_M1_YOY,2016-01-01,18.6
CN_M1_YOY,2016-02-01,17.4
CN_M1_YOY,2016-03-01,22.1
CN_M1_YOY,2016-04-01,22.9
CN_M1_YOY,2016-05-01,23.7
CN_M1_YOY,2016-06-01,24.6
CN_M1_YOY,2016-07-01,25.4
CN_M1_YOY,2016-08-01,25.3
CN_M1_YOY,2016-09-01,24.7
CN_M1_YOY,2016-10-01,23.9
CN_M1_YOY,2016-11-01,22.7
CN_M1_YOY,2016-12-01,21.4
CN_M1_YOY,2017-01-01,14.5
CN_M1_YOY,2017-02-01,21.4
CN_M1_YOY,2017-03-01,18.8
CN_M1_YOY,2017-04-01,18.5
CN_M1_YOY,2017-05-01,17
CN_M1_YOY,2017-06-01,15
CN_M1_YOY,2017-07-01,15.3
CN_M1_YOY,2017-08-01,14
CN_M1_YOY,2017-09-01,14
CN_M1_YOY,2017-10-01,13
CN_M1_YOY,2017-11-01,12.7
CN_M1_YOY,2017-12-01,11.8
CN_M1_YOY,2018-01-01,15
CN_M1_YOY,2018-02-01,8.5
CN_M1_YOY,2018-03-01,7.1
CN_M1_YOY,2018-04-01,7.2
CN_M1_YOY,2018-05-01,6
CN_M1_YOY,2018-06-01,6.6
CN_M1_YOY,2018-07-01,5.1
CN_M1_YOY,2018-08-01,3.9
CN_M1_YOY,2018-09-01,4
CN_M1_YOY,2018-10-01,2.7
CN_M1_YOY,2018-11-01,1.5
CN_M1_YOY,2018-12-01,1.5
CN_M1_YOY,2019-01-01,0.4
CN_M1_YOY,2019-02-01,1.6
